Id,Score
995280,5
312770,4
438512,3
979525,5
737175,3
826798,3
1495142,5
1381346,4
1038592,4
601006,3
716223,5
701443,2
360453,4
782542,4
288061,5
1242465,4
1538564,5
706652,3
504178,5
1058464,4
347041,1
639938,4
944050,2
165378,4
1253655,3
1317206,3
24642,5
506668,3
248644,5
1642840,5
1082967,5
1041646,4
1695424,4
1419379,4
1583878,2
63446,3
62730,4
1075897,4
1469302,5
943226,2
783756,3
262993,4
130350,5
846701,4
1576571,5
619384,3
444995,2
83,4
1195888,3
871698,3
208767,3
928396,4
503462,4
85661,5
1321521,3
1377750,5
598599,4
1262680,4
721724,5
758715,4
901178,3
843042,3
70038,3
192495,4
987186,4
29439,4
1661476,3
898491,4
784561,2
42544,3
1373122,3
768161,4
1206677,3
704771,4
1453411,4
1475008,3
321826,4
896910,4
964366,5
294034,2
415939,2
1304388,4
676305,1
789824,4
59609,4
1238644,3
441095,4
359791,5
1459031,5
1225973,4
232935,4
870400,4
1452816,2
1391181,4
1572921,2
362861,3
1225826,4
742997,2
663536,4
161906,3
998333,2
1591979,4
411255,4
280080,3
706035,4
1398011,3
873369,3
190096,4
649197,2
995204,4
31536,3
1248778,3
497771,3
685759,2
385718,3
1343148,2
1330840,4
1516107,3
944940,1
359612,4
913156,4
1672426,5
1487647,3
875364,4
1545313,3
1636440,2
967808,4
1257201,3
1165927,5
875188,5
1538459,4
1310045,1
1087160,4
1024482,5
1674712,2
1397800,2
1010001,3
496007,1
480034,2
1625125,4
608720,2
1667543,5
1216758,3
706743,3
363466,5
837661,2
976807,3
602964,4
809991,5
207824,3
1056116,5
122208,3
891313,3
774802,4
1141817,5
85992,4
1015254,3
662129,3
23308,4
488592,4
678457,3
689982,3
1187240,3
632240,5
248312,2
72682,3
822510,4
446222,4
148401,4
124153,3
1011698,3
812068,4
456537,5
712544,2
1100490,4
775341,3
18790,1
1400017,5
516273,3
888895,2
245450,5
584914,4
424039,4
1677866,4
1629406,5
803173,3
159043,4
931982,3
818184,5
71843,2
855378,4
1086964,3
1123394,5
1382936,3
1441996,4
552839,5
139094,4
828196,4
797001,3
421038,4
459149,4
146754,3
1278932,4
160581,3
147897,3
354916,2
394997,4
878097,4
962267,2
1620525,2
1494227,5
1589698,1
1440283,3
1194047,5
1099761,2
1195064,2
306622,2
588558,4
1274973,4
1312653,1
271445,3
609865,3
470654,4
862057,5
316954,5
1278998,5
381012,4
1516549,2
1217903,2
67265,4
1084413,4
1320040,4
1580031,3
33136,5
1505976,3
191498,5
1136103,1
845632,3
164507,4
1075830,5
1662392,4
75604,4
1555987,3
1405779,5
1048249,3
493269,4
1662510,5
724680,2
1043122,4
472910,3
1218655,3
1665048,5
1158346,4
1292996,3
1521390,4
346522,3
768298,2
1499211,3
346799,2
1423075,5
252340,4
491591,4
1284117,3
121062,3
1006957,4
1653767,5
339800,4
1267481,5
232769,4
627403,3
1202837,3
40428,5
99144,3
1541816,4
1065498,4
1254032,5
666661,3
556443,2
913629,4
1394296,4
993042,4
1673348,3
1664694,4
387583,4
1543809,4
1029740,3
190190,2
372727,2
1554457,2
1724,5
393101,4
1162749,3
1181865,4
774047,3
762149,3
373843,4
686711,5
983707,2
454663,4
1191592,5
52492,2
830441,4
1054108,3
649919,4
1595227,4
1304005,5
510211,4
791229,3
746538,5
295771,3
471622,3
1667651,4
1455941,2
367456,2
552078,3
1696242,5
1318515,3
403095,4
1272735,4
147385,3
1523658,3
219137,3
1263697,5
44581,4
1428285,2
922288,4
521749,3
908893,4
29888,5
620448,5
83902,2
1526209,4
245038,4
566406,3
1241386,5
1336376,4
1389817,5
1401150,2
1166744,3
1654374,4
1428734,2
1640503,2
1328497,4
580757,5
510751,3
1050035,4
914566,5
758398,4
329728,4
217164,5
1430417,4
745545,2
294517,4
150492,4
1694283,2
955785,5
22944,3
859181,4
1397475,3
970239,4
131953,5
139315,3
1630379,4
125866,2
1046017,2
305002,4
756374,4
1044086,2
1321566,2
1137359,3
601307,3
891943,3
1181134,4
1401801,2
613673,5
463568,1
1325923,4
456716,3
418924,5
991840,4
1148789,3
602762,3
1546992,2
1276144,4
779010,5
424772,3
611945,4
502164,4
384123,4
1609668,4
151605,2
1331953,2
1493179,5
1630441,3
1297289,3
106318,4
1280126,3
404294,4
485583,3
859751,4
88100,4
1406142,5
156192,2
453170,4
94973,4
92929,5
260081,3
1106951,4
918014,2
542084,3
72826,4
1316289,4
699739,4
1100710,4
1308864,2
959386,3
917181,4
1270662,5
762787,4
681974,4
1137983,2
869373,2
33121,5
862202,4
1517474,5
1477751,3
220796,4
1669943,4
145231,4
1647566,2
656636,4
434458,3
150577,3
648866,2
1158004,5
779960,1
163736,4
1180328,3
31574,3
1172049,5
477893,3
1283518,4
585347,3
101645,2
306502,4
1449037,3
1600983,3
1617433,4
920415,2
1687664,4
1443294,5
1140397,5
1518459,3
1269450,5
1503057,5
1266893,5
871925,3
1588911,3
355142,2
925930,4
460725,3
1534364,5
405874,4
605406,5
865372,2
1258561,4
312613,5
1307157,2
869106,3
1227084,5
484525,4
840312,5
1545181,3
657332,2
156131,5
1382821,4
1540977,4
103354,3
1685705,2
950968,1
1556103,4
514349,2
921191,4
732136,4
1029556,4
1062359,4
980348,4
1504754,5
801701,2
881576,4
1150262,2
422415,4
333501,5
958849,4
879531,5
394685,3
945465,4
51935,3
1689768,4
258249,2
1538547,5
1196405,4
1337893,5
985412,2
1393120,4
1424292,3
1074413,5
981982,3
485074,2
1318946,4
1163730,2
1665323,4
826176,5
511483,3
1244379,5
595141,2
1215625,4
1301950,4
796290,2
1136277,5
887716,4
361285,3
1598690,5
1422532,3
946062,2
162408,3
663197,3
947301,4
454086,3
13425,2
535581,4
481970,2
1176267,4
1046872,4
1216719,3
350958,2
1332172,5
1175843,3
667978,2
1004554,4
1109384,4
1460827,5
1373948,3
997370,3
477704,4
896058,4
1425596,4
1214406,4
1382053,4
342352,4
338889,2
436881,3
821828,3
1455200,4
999766,5
1146086,2
1222084,5
806952,4
127191,5
1266151,5
1521077,4
1137070,2
1640036,4
1583427,5
1356994,3
700215,3
1651902,3
1052357,3
960455,3
43582,1
995734,4
1452876,4
1076058,3
79193,5
973107,4
1095632,2
381375,3
510056,5
550282,4
596933,4
1503826,5
1224787,4
391265,5
1568802,2
737179,4
1615806,5
392419,5
569333,4
333633,4
1204250,4
150501,4
924233,4
1325312,4
1674683,5
1371130,4
1357037,5
250801,5
1420948,3
271368,3
1127635,3
611402,4
1463694,5
1538637,4
762559,3
980324,4
1571652,3
314162,3
369129,4
100302,5
235870,3
477918,4
114020,5
976046,2
190170,2
1550423,5
691707,4
381589,4
678391,3
294634,4
1360828,2
1404413,3
172285,5
960615,4
207806,3
71853,4
702433,4
680676,4
1391219,2
592719,3
20395,3
334329,4
911513,2
1355766,2
1653546,5
543532,3
991291,3
228671,5
1656670,1
1600657,2
952517,3
998245,4
718967,4
1359598,4
163341,2
730182,2
1182727,4
878710,2
320925,4
517587,4
1111573,4
1153970,4
1084263,4
1393595,5
1644944,4
891768,5
1581094,3
1330887,5
459162,3
1160867,4
1632403,3
49627,5
824927,3
1111437,4
839627,3
1088080,4
883168,4
776887,3
1313763,2
1448462,4
27018,3
1675907,4
1695555,3
1412151,4
1680134,4
1466542,5
313868,4
805871,3
1142948,3
795433,3
262929,2
255393,5
108213,4
599980,4
634341,4
1050731,2
716225,4
1539345,3
484250,2
285059,3
559468,2
1458601,5
1255350,5
1419002,5
1260062,5
624584,5
1694960,4
273778,5
1367173,4
806183,3
200147,4
1174758,3
1218805,5
1048620,4
754451,4
34434,4
89575,4
256523,4
651416,3
1416806,3
471630,4
1084285,3
384692,3
456055,4
638522,2
1437074,3
1148761,3
48901,2
499424,3
50042,4
1255943,3
1657207,4
250758,3
1191916,3
1498786,5
575550,3
1081599,5
108161,3
748734,4
1240201,4
882715,4
1547046,4
459405,2
1599792,3
210986,3
721371,4
342694,4
331755,3
23579,4
1207299,5
1341555,4
103036,2
1299130,4
511716,4
1110135,4
379736,4
843201,4
1692905,3
1309652,4
1592940,4
1259879,4
1438884,4
959707,3
772242,3
540604,3
1149480,4
663643,3
1072033,4
1610838,4
873672,4
129632,4
1579682,3
1682355,3
1296125,3
684914,4
1597352,4
1482289,1
230417,3
441751,3
338451,4
1175270,4
397172,4
537831,4
470982,3
52754,4
1053074,5
1642910,3
636974,4
809566,4
1299172,4
1392198,5
1302698,4
1335577,4
1436370,3
1277609,4
28422,5
79135,5
781147,5
331805,4
796517,4
297526,3
980163,5
1253166,3
256487,3
1453708,3
188875,5
630049,3
879997,4
404466,3
1498914,4
1439245,5
78019,3
1242119,4
1431081,4
853349,3
230197,2
1514380,4
1166641,2
472439,4
894069,2
281436,4
700842,5
604669,2
1405670,5
733868,4
1144394,4
1512231,3
608405,2
1456587,3
934294,2
1119912,3
1648270,1
289584,4
1585717,4
410095,4
914420,5
1004677,4
714006,4
1196115,4
426088,4
1103715,2
368209,4
968109,4
1665475,4
1506621,5
1476554,4
35636,4
1427459,5
1337864,4
272510,4
240674,5
733209,1
1052473,4
1691011,3
199912,4
242589,5
1654352,3
767969,4
781301,4
759648,3
766991,3
1383534,2
1557407,4
1140305,5
993473,4
830443,3
677473,2
1201980,3
429741,3
1211943,2
164511,4
1386305,4
380388,4
681919,4
5749,4
842294,2
1592060,2
111263,3
42320,3
421959,3
1294903,2
683732,2
495741,3
1387593,4
760758,4
1408697,3
597374,2
509135,3
979844,3
119479,3
1068317,3
954668,4
498666,4
56330,4
321293,4
153796,2
1290501,4
891227,3
1653179,3
993495,5
494606,3
1078127,4
1221003,4
245421,4
815825,4
566629,5
1002163,3
941790,3
710494,2
1445466,3
979224,5
1033127,4
51203,1
1054322,4
1120685,2
271367,5
1098727,4
147095,3
539714,3
224676,4
1193723,2
707094,4
201617,4
228641,3
1523202,4
1423822,4
1642193,3
718787,4
188780,2
682921,3
4706,4
73058,4
548451,5
757538,5
1136616,3
438395,4
1525998,4
1497067,4
1508981,5
832260,3
261847,5
525938,3
1223706,4
1681186,4
220697,4
1622843,3
99533,5
925259,3
857397,4
1196626,4
831567,3
158603,3
1154629,3
287872,4
847312,3
1141450,3
488347,4
1547381,4
629418,4
306477,3
499709,4
891138,4
620280,4
1359814,3
59648,3
1573711,4
1634105,4
652699,2
619062,1
1438881,5
1672978,4
1413947,4
467123,3
1423537,3
1231168,2
1278736,3
700307,4
580176,3
1689872,5
1682913,1
412387,4
490743,2
927076,5
333440,3
952460,5
1506015,3
1387404,4
928617,4
304745,4
1102748,3
545497,3
343577,3
153168,5
1038976,2
596946,3
27370,4
1142203,3
681498,3
284394,4
1180878,5
1580583,3
1410764,1
1136147,4
554764,5
679193,3
599174,4
1646313,3
669412,4
612655,3
1338857,5
610280,4
343212,3
78633,4
470111,3
1569821,5
599175,4
83514,4
1488884,1
1649261,4
139958,3
1411336,4
636620,4
185054,4
113409,5
1203977,4
1449375,4
1106043,4
687547,4
1150272,4
246457,4
891242,2
1018534,4
205328,4
1134645,4
1209271,4
1292092,4
1112646,2
1456011,5
886503,3
1323445,2
464514,4
1124869,3
1480769,3
590219,4
1117642,4
971456,3
658635,3
235958,3
1016088,3
120794,2
144196,4
1697163,2
480418,5
1647474,4
1516836,4
404629,4
304067,4
1526240,5
1665937,5
1384080,5
1172789,4
1100275,5
1316747,5
1468081,1
640738,4
1203515,3
900952,4
457589,3
35638,5
246143,5
127826,5
1510325,5
1119442,3
1280420,5
1117115,3
1114262,4
423610,4
1108098,3
1444212,4
729900,4
665916,3
1298809,2
317795,5
671310,4
919596,3
543416,4
208404,4
1162387,3
909588,4
1223040,4
152838,4
535333,4
1267828,4
714965,3
1667107,4
1093301,5
141892,5
47506,5
152980,3
494843,4
135729,3
693482,5
1567019,5
1446641,4
742464,5
1130823,5
632459,2
1413415,3
571638,4
456643,4
937506,3
115129,4
1034733,4
1440107,5
1402213,5
934930,4
1029970,2
385395,2
1625499,3
1034951,5
636091,3
1668875,5
1301903,2
1477603,4
741061,3
488068,4
462568,4
1417270,2
899344,4
1066994,3
508757,5
1521026,2
1356788,4
359218,2
15778,3
246584,3
212434,3
1285191,4
666621,4
1176834,5
1684189,4
253589,4
151007,4
1514651,5
1130241,5
1430495,3
638,4
763541,2
1063662,3
380551,3
577388,5
588296,5
633253,4
232098,3
1170979,2
317326,4
670732,4
605000,2
637948,4
611136,2
591458,4
209298,5
433817,5
1157442,3
1183108,2
1657004,4
406102,2
423533,4
1256551,2
1014450,5
1564006,3
1251601,5
730931,3
387364,4
1249571,3
1103720,3
1179047,5
224277,4
286870,4
985681,4
1367029,3
1535716,5
1351308,3
1092642,4
591921,4
612019,3
1182769,4
938015,3
1095916,4
1067118,5
1269435,4
1330350,5
7585,2
1123691,3
1650799,4
987081,4
173221,4
1107217,4
923647,4
1606555,4
1607934,3
970062,2
1356987,5
756733,4
912182,4
1232726,3
1036945,4
144510,3
156667,2
439243,3
240936,3
1485872,2
1149913,5
994773,5
444685,3
1577169,3
114850,3
130127,4
1370021,4
965520,4
1262652,2
1520573,5
359145,3
1579062,4
747021,3
1379996,3
173763,3
568983,3
992749,4
1292917,4
529015,4
35555,2
652245,3
604412,3
1193619,5
1092601,5
628768,3
1448089,2
1691783,5
1288864,5
601575,4
870398,5
1552971,4
206189,3
529271,4
331165,4
814936,4
1340976,5
913001,4
1350815,4
811122,4
1079365,2
1313951,4
822900,4
68929,4
693868,3
1469972,3
267952,2
696398,5
914727,2
92272,5
1567323,4
351757,5
1120832,3
195611,2
966695,2
780586,3
1694557,1
978379,3
1257101,3
122370,4
1081326,3
600209,4
61459,4
891595,4
143313,4
3565,3
1332549,4
118088,3
1354657,5
96766,5
344403,5
1622202,5
193601,3
824263,4
813552,4
1309388,4
1280286,4
167170,5
85718,3
476462,3
1266859,3
1517106,3
312164,3
1500278,5
1153184,4
116574,2
8843,2
1468805,4
916910,2
621288,3
1147777,4
1309599,3
1483636,2
1298348,3
3395,5
900508,2
222938,5
649767,3
1212927,3
999831,4
1505758,5
1021197,3
1212953,4
1375466,3
16233,4
236263,3
610170,3
1487870,4
1131564,3
133801,4
495924,4
72517,5
440911,5
213424,4
1621273,4
1049788,5
1468964,5
1613182,3
173239,4
1003755,2
1590816,5
747060,2
205319,5
1257560,5
709418,4
226813,5
1080214,5
1322129,2
97313,5
939381,4
484669,1
118707,3
293082,4
1539638,2
17660,5
1278214,2
202686,4
241264,3
455187,4
329166,4
849345,4
1485247,3
1611460,3
644149,2
96871,5
1220040,5
917926,5
1500699,5
1229538,4
774653,3
1600170,4
153066,3
1123819,3
317219,4
440658,4
201538,3
556453,4
1162545,5
400782,4
649829,5
37888,2
133027,2
650015,5
1418868,2
554232,4
1378818,3
655098,4
285286,2
164359,4
139843,4
205026,4
770503,3
856291,5
336344,4
1353163,1
1065875,4
640593,3
305055,4
1661779,5
106686,4
457871,4
306749,3
1138689,2
446128,4
33883,3
1179243,4
775288,4
673142,4
756307,4
176698,3
1242818,3
1149752,4
1569412,2
525950,2
1626078,4
1348824,3
318332,4
1434305,5
158593,4
526778,3
1674590,5
1012134,4
1086454,2
900627,4
1517950,4
645757,4
889703,2
1401596,5
15243,2
723155,3
400995,4
1445224,4
174294,4
1605218,3
390770,4
780652,5
1151490,4
1041262,5
1170064,3
1053993,5
1186463,3
1345137,2
443132,5
1659703,3
803411,4
572690,4
1165617,5
1362138,5
48069,3
1570166,5
640134,3
598428,4
1646115,4
1052029,4
320761,2
1073451,4
1197005,3
1652083,2
724754,4
1217163,4
1678721,2
691107,2
62092,1
396689,4
334780,5
821141,3
1358101,3
1000445,4
132683,3
457264,3
960964,4
804028,3
1360836,3
1533886,4
814107,2
461496,5
564649,2
862887,4
1227429,5
1161835,4
1614640,4
497100,5
594210,3
1125801,3
1299865,3
720380,4
1651029,5
1038179,3
377513,4
1239335,4
1438343,4
1423174,2
922664,5
19630,4
976566,3
1310089,4
625923,2
576236,3
383731,4
721153,4
1237293,4
518139,4
254282,4
1671723,4
1113765,2
438996,3
126477,4
176675,2
1282787,4
1367773,2
287198,2
203823,4
326056,4
1045679,2
1156612,2
375353,4
80534,4
1693746,5
1558880,4
771729,3
71091,4
918651,2
1591648,3
1521787,4
1520563,3
279002,2
1588771,2
1422974,5
1303208,4
387725,3
1668843,5
10591,4
232452,3
1563599,4
1388581,4
1554746,2
1156758,4
169369,4
185181,5
180340,4
1651303,4
109411,3
1543568,1
1669492,4
1546458,4
286201,4
35898,2
342267,5
1649020,2
1093585,4
1358523,3
420067,3
996294,2
1322962,4
705418,3
660304,2
782864,3
1673265,5
1003798,5
762073,4
638142,2
1580616,2
174733,4
1112536,5
267187,4
849512,4
601969,5
224226,4
1625945,5
897963,3
43329,5
1456787,4
96081,4
1354844,3
40024,5
481514,4
636183,4
972826,3
1513715,4
1562715,4
666439,2
1141541,4
206769,4
974653,4
681179,4
107462,3
332294,5
1645342,3
1065562,4
1239380,4
355733,4
502104,3
722539,4
867393,4
1667929,4
294796,3
292663,4
232563,2
49369,4
335577,4
961299,3
880575,4
66836,4
1647334,3
1473578,1
263452,5
770831,4
407065,2
559733,5
884836,4
1300848,4
322064,4
1694222,5
1494451,4
1055780,4
729191,4
905658,4
2873,3
1106412,4
1321740,2
119087,5
494545,5
1415024,3
550054,4
64931,4
976799,4
16860,2
939723,4
395099,4
914258,4
112892,4
1001487,4
798851,5
904608,4
450267,4
130999,3
1335251,2
114424,5
640062,3
1562824,5
97915,4
1607101,4
999718,4
157409,5
393264,5
511055,4
1252218,5
804487,4
567556,5
1153159,5
1575429,4
963412,4
516683,5
782473,5
90403,5
218787,4
632982,3
214069,4
921026,2
1230334,4
48068,3
99842,5
699864,4
1120750,4
912308,5
546213,5
980029,3
784375,2
1042669,2
1155684,5
1547401,3
618902,3
1293631,5
515750,3
1296209,4
1190751,2
497957,3
1352316,4
906763,3
1188520,5
1116859,3
434540,4
1238104,3
32714,4
247901,4
24815,2
307428,4
390628,4
1191549,5
1539341,2
1651192,2
847995,3
1665515,4
821805,3
98607,4
1092332,4
1325530,4
370160,3
156436,5
524101,4
565447,3
769698,4
181689,4
869209,4
515716,2
137471,4
871014,5
391625,3
294580,3
1692005,3
575665,3
62939,3
524046,3
224654,4
264881,2
1102645,1
1518225,2
502861,1
1415280,5
317604,4
540505,4
1669600,4
919819,3
323578,3
1572423,5
1272049,2
1613266,4
1246357,5
413303,5
1302540,4
1667575,4
782219,2
1180128,2
1531472,2
772968,4
609845,4
701768,3
177031,5
305165,4
25977,3
976942,4
1357059,4
1387911,4
346482,4
533770,4
89214,3
1636181,4
1033737,5
884676,3
1109849,4
834601,3
527787,3
1207243,3
1242226,5
746844,2
1216578,3
1415816,4
1414341,3
1594233,4
1491998,5
439881,4
292229,4
1627679,5
1480237,4
1236439,3
875185,4
246068,4
446816,4
598930,3
1401889,4
1312089,3
1261379,1
1178330,5
112684,5
159767,4
972956,2
1079127,3
1547720,3
50281,4
15234,4
82703,4
620906,4
1054837,5
1297688,3
813171,3
680012,3
608176,4
1218751,3
74411,4
764609,4
1374504,3
1147917,3
1666867,4
1424775,3
384946,5
999677,3
1288510,3
716410,2
577083,4
607732,4
88727,4
234410,4
174422,4
65836,5
1444363,5
1115494,4
840829,4
621952,5
1387472,5
26577,3
1433133,3
599045,1
745964,5
328981,3
19386,4
1321893,3
1683489,2
1015169,4
240132,5
357497,3
795949,4
1249125,4
72761,3
612253,5
64173,4
673061,2
1680501,4
516821,2
685135,4
1291699,4
144391,4
746208,4
1541616,4
1229070,4
543299,3
1270798,4
1403065,3
1354600,4
898492,3
1168529,3
1167270,3
445255,4
1494758,4
939864,4
873865,3
969185,4
147825,4
1030635,3
1594925,5
907804,5
1526535,4
879463,3
571345,3
1598406,2
1526090,3
286814,4
1468202,1
1338730,3
296243,3
1225475,2
48225,4
660009,3
1665297,4
635771,2
627443,3
1038606,3
558761,2
793739,3
1466563,4
1395832,4
1440139,2
746122,3
1424519,4
138933,4
825132,3
1077547,5
739528,3
1041665,3
1231241,3
54107,5
758220,2
1522974,5
420277,2
900661,2
170732,3
508442,3
1554405,4
1306251,3
1679887,4
1559252,3
946392,5
286833,4
1360930,3
914916,4
255830,4
7256,4
188818,4
1649964,4
1644555,3
501612,2
956796,3
746993,2
980400,3
1060246,5
456928,2
711412,2
598652,4
1602361,5
359832,3
1508770,4
474952,3
918777,3
877736,4
753910,2
1509527,4
360349,4
335830,2
462117,3
18359,2
417147,2
269696,4
166818,4
1223499,3
835975,3
463741,4
1540144,2
1297418,4
1296726,3
357496,5
1547462,4
458923,4
577569,4
192065,4
620507,3
825060,4
944931,4
859205,3
1652475,1
1151091,4
830896,5
648345,2
53192,4
145855,4
1289962,2
606624,2
1683839,1
434336,3
1587404,3
881980,5
215442,4
276831,4
54769,2
201007,3
441893,5
141093,2
807629,4
745467,3
259175,4
1490014,3
354589,4
364947,4
1194401,5
720221,4
1086227,3
778174,3
607718,2
1676724,3
137155,5
353229,3
231623,4
87861,2
1207343,2
714402,3
512441,5
669348,3
903151,4
1087660,4
920599,3
145606,2
276848,4
1176592,2
964919,4
860253,4
641136,2
803485,5
869524,4
496669,2
582580,3
1482170,3
546081,5
585706,4
658659,2
1082618,3
708006,3
1082639,3
847194,5
947039,3
793103,4
1282241,3
592857,4
746030,5
1268308,4
529103,3
509791,4
797884,4
708665,3
1084950,5
361639,3
1246301,4
220827,4
1323807,3
1441797,4
636842,4
444605,5
657666,2
33469,4
1694643,4
941102,4
1599836,3
629640,2
1196800,5
254997,4
1455895,4
726512,4
153523,5
1468901,3
1172400,5
1177673,3
1360981,4
284106,3
335384,4
151505,3
834879,4
1286784,3
153883,4
1186283,5
1596936,4
1586182,4
1042313,2
781248,5
573577,3
695865,3
282056,3
1012625,4
295357,5
1519623,5
657389,3
321578,5
1582941,4
324868,4
50873,2
919147,2
494000,3
409028,3
1537170,1
1686175,4
1618603,3
1185082,3
804089,5
206263,2
1667547,4
947748,4
613055,5
1641737,4
778377,4
446345,4
1197329,4
79289,4
1252654,2
1409859,4
139426,5
680240,3
636453,3
1273394,4
833381,4
577347,4
379897,4
621043,3
354752,1
1015237,4
799592,3
608194,3
1328165,2
1363515,5
853423,2
1209711,5
762794,3
1210568,5
1187063,3
696765,4
69891,4
31164,4
952464,5
417833,4
1345838,4
572592,2
127900,3
240670,3
1375996,2
704901,5
576174,2
63340,3
365684,4
57408,4
641777,5
180606,2
1011445,5
1564417,4
857661,5
1287359,5
785965,2
1305285,4
514495,3
1120037,4
45578,4
1660833,4
963613,4
386289,4
1412918,4
266524,3
328102,4
190094,2
77872,4
1459724,4
1546065,3
661879,3
298249,5
1547918,3
1685271,5
912521,4
817784,4
923609,2
1168134,1
1307178,2
94895,4
464256,2
189711,2
841996,5
1505061,4
558750,4
101449,3
833847,2
1006445,3
1110380,1
1547464,5
1478215,5
769952,4
264309,3
809965,3
1495239,4
280690,4
1298141,4
1446019,3
346549,3
227149,2
1031245,3
1035649,4
1382186,5
1030273,2
724748,4
961570,5
1138687,3
1121192,2
304862,4
1502015,3
627382,1
115574,4
1148017,4
1205672,5
173686,3
604924,4
1065465,4
1172681,2
54305,3
720137,4
236618,4
215582,3
138256,4
1351960,2
1100593,5
470944,4
23230,4
1090306,5
1695441,3
748117,4
303720,3
1241144,4
925354,2
576754,3
1191136,3
1224315,3
405167,3
1226557,5
656476,5
377577,3
410555,4
1618819,3
1196446,5
21999,3
1467062,3
205090,4
1299711,4
819464,2
722653,3
316226,5
1182737,3
1290080,4
1445327,4
1023551,2
1605836,4
88176,3
527072,2
374570,2
1595852,5
1438865,5
1637351,2
468528,4
174071,5
414053,4
510943,2
47283,4
534041,5
779779,3
910588,3
121290,3
532750,3
860692,5
365935,4
11796,3
603361,2
240585,4
1253037,2
363165,5
1517013,4
1607734,2
1537217,3
